ブランド,フレーバー,,,,合計,事務所タッパー,,,,,事務所在庫,,,,,,,,事務所物販,,,,,,,事務所合計,高田馬場本店タッパー,,,,,高田馬場本店在庫,,,,,,,,高田馬場本店物販,,,,,,,高田馬場本店合計,中野店タッパー,,,,,中野店在庫,,,,,,,,中野店物販,,,,,,,中野店合計,高田馬場2号店タッパー,,,,,高田馬場2号店在庫,,,,,,,,高田馬場2号店物販,,,,,,,高田馬場2号店合計,,,(A) 前月棚卸し,,,,(B) 前月消費量,,,,03/30,,,TRUE,03/30,,,TRUE,03/30,,佐賀県に持って行くぞ✈️,TRUE,03/30,,,TRUE,03/31,,,TRUE,03/31,,,TRUE,04/01,,,TRUE,04/04,,,TRUE,04/08,,,TRUE,04/15,,我慢できずに吸った。,TRUE,04/15,,,TRUE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,(C) 移動・入荷合計,,,,(D) 移動後の暫定値 (A + C),,,,(E) 今月棚卸し,,,,(F) 今月消費量,,,,(G) 来月予測値 (E - F),,,,,棚卸し完了日,,,,,在庫量確認用,,,アプリ表示
HF (Hookafina),Pink Grapefruit,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
HF (Hookafina),Salted Caramel Waffle,◯,Sweet,1,"7,738",-,-,-,-,0,,45,,,,,,"4,500",,,,,,,0,"4,500",188,,,,188,,8,,,,,,800,,,,,,,0,988,163,,,,163,,6,,,,,,600,,1,,,,,100,863,81,206,,,287,,11,,,,,,"1,100",,,,,,,0,"1,387",,,"5,500","1,044",628,"1,116",0,60,222,487,,,,,-500,,,500,,,,,,,,,-500,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-1,000",0,500,500,"4,500","1,044","1,128","1,616","4,500",988,863,"1,387",0,56,265,229,"4,500",932,598,"1,158",,,,,,,769,"8,288",,TRUE
HF (Hookafina),Spicy Peach,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,5,0,,TRUE
HF (Hookafina),Strawberry Margarita,✕,Normal,,116,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,16,,,,16,,,,,,,,0,,1,,,,,100,116,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,121,13,0,0,1,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,121,13,0,0,116,0,0,0,5,13,0,0,111,-13,,,,,,,124,134,,TRUE
HF (Hookafina),Tutti Fruiti,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
HF (Hookafina),Vanilla Shake,✕,Sweet,,"1,079",-,-,-,-,0,,3,,,,,,300,,,,,,,0,300,-,-,,,0,,,,,,,,0,,,,,,,0,0,38,79,,,117,,,,,,,,0,,1,,,,,100,217,62,-,,,62,,3,,,,,,300,,2,,,,,200,562,,,300,0,220,571,0,0,2,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,300,0,220,571,300,0,217,562,0,0,3,9,300,0,214,553,,,,,,,23,"1,091",,TRUE
HF (Hookafina),Watermelon Mint,✕,Normal,,44,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,44,,,,44,,,,,,,,0,,,,,,,0,44,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,55,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,55,0,0,0,44,0,0,0,11,0,0,0,33,0,,,,,,,8,55,,TRUE
MZ (Mazaya),Twist,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,119,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,119,0,0,0,0,0,0,0,119,0,0,0,-119,0,0,,,,,,,1,119,,FALSE
MH (Musthave),Araram,✕,Strong,,154,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,37,-,,,37,,,,,,,,0,,,,,,,0,37,17,,,,17,,,,,,,75,75,,,,,,,0,92,25,-,,,25,,,,,,,,0,,,,,,,0,25,,,0,37,117,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-25,25,0,37,92,25,0,37,92,25,0,0,0,0,0,37,92,25,,,,,,,0,154,,TRUE
MH (Musthave),Black Currant,✕,Strong,,16,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,16,,,,16,,,,,,,,0,,,,,,,0,16,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,16,0,0,0,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,0,0,0,16,0,,,,,,,25,16,,TRUE
MH (Musthave),Candy Cow,✕,Normal,,3,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,3,,,,3,,,,,,,,0,,,,,,,0,3,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,,,,,,,0,3,,TRUE
MH (Musthave),Caribbean Rum,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
MH (Musthave),Charlotte Pie,✕,Sweet,,115,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,19,21,,,40,,,,,,,50,50,,,,,,,0,90,25,-,,,25,,,,,,,,0,,,,,,,0,25,,,0,0,65,0,0,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-25,25,0,0,40,25,0,0,90,25,0,0,-50,0,0,0,140,25,,,,,,,25,65,,TRUE
MH (Musthave),Cheesecake,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,-,,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,6,0,,TRUE
MH (Musthave),Cherry-Cola,✕,Strong,,29,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,17,,,,17,,,,,,,,0,,,,,,,0,17,12,-,,,12,,,,,,,,0,,,,,,,0,12,,,0,0,17,12,0,0,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,17,12,0,0,17,12,0,0,0,0,0,0,17,12,,,,,,,11,29,,TRUE
MH (Musthave),Cinnamon,✕,Sweet,,4,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,4,,,,4,,,,,,,,0,,,,,,,0,4,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,29,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,29,0,0,0,4,0,0,0,25,0,0,0,-21,0,,,,,,,0,29,,TRUE
MH (Musthave),Cookie,✕,Sweet,,5,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,5,,,,5,,,,,,,,0,,,,,,,0,5,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,4,7,0,0,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4,7,0,0,5,0,0,0,-1,7,0,0,6,-7,,,,,,,18,11,,TRUE
MH (Musthave),Cranberry,✕,Strong,,17,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,17,,,,17,,,,,,,,0,,,,,,,0,17,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,31,0,0,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,31,0,0,0,17,0,0,0,14,0,0,0,3,0,,,,,,,12,31,,TRUE
MH (Musthave),Earl Grey,✕,Strong,,37,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,11,,,,11,,,,,,,25,25,,,,,,,0,36,1,-,,,1,,,,,,,,0,,,,,,,0,1,,,0,0,37,8,0,0,-1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,37,8,0,0,36,1,0,0,1,7,0,0,35,-6,,,,,,,7,45,,TRUE
MH (Musthave),Estragon,✕,Strong,,11,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,11,,,,11,,,,,,,,0,,,,,,,0,11,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,11,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,11,0,,,,,,,0,11,,TRUE
MH (Musthave),Honey Holls,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
MH (Musthave),Mad Pear,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
MH (Musthave),Maple Pecan,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,TRUE
MH (Musthave),Marula,✕,Normal,,171,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,25,-,,,25,,,,,,,,0,,,,,,,0,25,21,5,,,26,,,,,,,75,75,,,,,,,0,101,20,25,,,45,,,,,,,,0,,,,,,,0,45,,,0,25,102,50,0,0,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,102,50,0,25,101,45,0,0,1,5,0,25,100,40,,,,,,,-2,177,,TRUE
MH (Musthave),Milky Rice,✕,Sweet,,1,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,1,-,,,1,,,,,,,,0,,,,,,,0,1,,,0,0,7,15,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,7,15,0,0,0,1,0,0,7,14,0,0,-7,-13,,,,,,,8,22,,TRUE
MH (Musthave),Morocco,✕,Mint,,29,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,4,,,,4,,,,,,,25,25,,,,,,,0,29,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,30,20,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,30,20,0,0,29,0,0,0,1,20,0,0,28,-20,,,,,,,9,50,,TRUE
MH (Musthave),Mulled Wine,✕,Strong,,10,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,10,,,,10,,,,,,,,0,,,,,,,0,10,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,10,0,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,,,,,,,-1,10,,TRUE
MH (Musthave),Nord Star,✕,Strong,,135,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,14,-,,,14,,,,,,,,0,,,,,,,0,14,7,,,,7,,,,,,,75,75,,,,,,,0,82,14,25,,,39,,,,,,,,0,,,,,,,0,39,,,0,14,107,16,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-25,25,0,14,82,41,0,14,82,39,0,0,0,2,0,14,82,37,,,,,,,9,137,,TRUE
RV (Revoshi),Biscuit,✕,Sweet,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Black Grape,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Double Apple Strong,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Eskimo Cola,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Eskimo Lemon,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Grape,✕,Strong,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
RV (Revoshi),Sweet Pineapple,✕,Normal,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
SB (Starbuzz/Bold),Blue Mist,✕,Mint,,0,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,,,0,,,,,,,,0,,,,,,,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,FALSE
SB (Starbuzz/Bold),Geisha,✕,Mint,,65,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,14,-,,,14,,,,,,,,0,,,,,,,0,14,51,,,,51,,,,,,,,0,,,,,,,0,51,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,19,51,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,51,0,0,14,51,0,0,5,0,0,0,9,51,0,,,,,,,4,70,,TRUE
SB (Starbuzz/Bold),Lebanese Bomb Shell,◯,Strong,1,"2,125",-,-,-,-,0,,,,,3,,,750,,,,,,,0,750,142,-,,,142,,,,,1,,,250,,,,,,,0,392,250,,,,250,,,,,1,,,250,,,,,,,0,500,237,246,,,483,,,,,,,,0,,,,,,,0,483,,,750,448,691,685,0,40,185,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,750,448,691,685,750,392,500,483,0,56,191,202,750,336,309,281,,,,,,,372,"2,574",,TRUE
SB (Starbuzz/Bold),Pirate'S Cave,✕,Normal,,629,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,216,-,,,216,,,,,,,,0,,,,,,,0,216,163,,,,163,,,,,1,,,250,,,,,,,0,413,-,-,,,0,,,,,,,,0,,,,,,,0,0,,,0,228,415,0,0,8,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,228,415,0,0,216,413,0,0,12,2,0,0,204,411,0,,,,,,,19,643,,TRUE
SB (Starbuzz/Bold),Safari Melon Dew,✕,Normal,,169,-,-,-,-,0,,,,,,,,0,,,,,,,0,0,-,-,,,0,,,,,,,,0,,,,,,,0,0,102,,,,102,,,,,,,,0,,,,,,,0,102,67,-,,,67,,,,,,,,0,,,,,,,0,67,,,0,0,102,75,0,0,9,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,102,75,0,0,102,67,0,0,0,8,0,0,102,59,,,,,,,85,177,,TRUE
